id,code_gender,flag_own_car,flag_own_realty,cnt_children,amt_income_total,occupation_type,age,employment_period,months_balance,months_from_today,status_y
5062408,F,N,Y,0,1.035,No Occupation Type,66.01,-1000.67,0,0,0
5062409,F,N,Y,0,1.035,No Occupation Type,66.01,-1000.67,0,0,0
5062410,F,N,Y,0,1.035,No Occupation Type,66.01,-1000.67,0,0,1
5062411,F,N,Y,0,1.035,No Occupation Type,66.01,-1000.67,0,0,0
5062413,F,N,Y,0,1.035,No Occupation Type,66.01,-1000.67,0,0,0
5062414,F,N,Y,0,1.035,No Occupation Type,66.01,-1000.67,0,0,0
5062415,F,N,Y,0,1.035,No Occupation Type,66.01,-1000.67,0,0,0
5062416,F,N,Y,0,1.035,No Occupation Type,66.01,-1000.67,0,0,0
5062417,F,N,Y,0,1.035,No Occupation Type,66.01,-1000.67,0,0,0
5062418,F,Y,Y,1,1.8,Sales staff,38.98,8.38,0,0,0
5062419,F,Y,Y,1,1.8,Sales staff,38.98,8.38,0,0,0
5062420,F,Y,Y,1,1.8,Sales staff,38.98,8.38,0,0,0
5062421,F,Y,Y,1,1.8,Sales staff,38.98,8.38,0,0,0
5062424,F,N,Y,0,1.125,No Occupation Type,56.54,-1000.67,0,0,0
5062425,F,N,Y,0,1.125,No Occupation Type,56.54,-1000.67,0,0,0
5062426,F,N,Y,0,1.125,No Occupation Type,56.54,-1000.67,0,0,0
5062427,M,N,Y,0,0.54,No Occupation Type,62.14,-1000.67,0,0,0
5062428,M,Y,Y,1,1.8,Drivers,31.6,2.04,0,0,1
5062435,M,Y,Y,1,1.8,Drivers,31.6,2.04,0,0,0
5062436,M,Y,Y,1,1.8,Drivers,31.6,2.04,0,0,0
5062438,M,Y,Y,1,1.8,Drivers,31.6,2.04,0,0,0
5062439,M,Y,Y,1,1.8,Drivers,31.6,2.04,0,0,0
5062440,M,Y,Y,1,1.8,Drivers,31.6,2.04,0,0,0
5062441,M,Y,Y,1,1.8,Drivers,31.6,2.04,0,0,1
5062443,F,N,Y,0,0.675,No Occupation Type,54.3,31.23,0,0,0
5062444,F,N,Y,0,0.675,No Occupation Type,54.3,31.23,0,0,0
5062445,F,N,Y,0,0.675,No Occupation Type,54.3,31.23,0,0,0
5062446,F,N,Y,0,0.675,No Occupation Type,54.3,31.23,0,0,0
5062447,F,N,Y,0,0.675,No Occupation Type,54.3,31.23,0,0,0
5062448,F,N,Y,0,0.675,No Occupation Type,54.3,31.23,0,0,0
5062451,F,N,Y,0,0.81,Medicine staff,42.58,4.05,0,0,0
5062452,F,N,Y,0,0.81,Medicine staff,42.58,4.05,0,0,0
5062453,F,N,Y,0,0.81,Medicine staff,42.58,4.05,0,0,0
5062454,F,N,Y,0,0.81,Medicine staff,42.58,4.05,0,0,0
5062456,F,N,Y,0,2.7,Managers,37.68,0.46,0,0,0
5062457,F,N,Y,0,2.7,Managers,37.68,0.46,0,0,0
5062458,F,N,Y,0,2.7,Managers,37.68,0.46,0,0,0
5062459,F,N,Y,0,2.7,Managers,37.68,0.46,0,0,0
5062460,F,N,Y,0,2.7,Managers,37.68,0.46,0,0,0
5062461,F,N,Y,0,2.7,Managers,37.68,0.46,0,0,0
5062462,F,N,Y,0,2.7,Managers,37.68,0.46,0,0,1
5062465,M,Y,Y,0,1.8,No Occupation Type,45.44,2.88,0,0,0
5062466,M,Y,Y,0,1.8,No Occupation Type,45.44,2.88,0,0,0
5062467,M,Y,Y,0,1.8,No Occupation Type,45.44,2.88,0,0,0
5062468,M,Y,Y,0,1.8,No Occupation Type,45.44,2.88,0,0,0
5062469,M,Y,Y,0,1.8,No Occupation Type,45.44,2.88,0,0,0
5062471,M,N,Y,1,1.125,Drivers,50.43,3.63,0,0,0
5062472,F,N,Y,0,0.9,No Occupation Type,67.85,-1000.67,0,0,0
5062473,F,N,Y,0,0.9,No Occupation Type,67.85,-1000.67,0,0,0
5062474,F,N,Y,0,0.9,No Occupation Type,67.85,-1000.67,0,0,0
5062475,F,N,Y,0,1.575,Medicine staff,42.36,8.13,0,0,0
5062478,F,N,Y,0,1.575,Medicine staff,42.36,8.13,0,0,1
5062479,F,N,Y,0,1.575,Medicine staff,42.36,8.13,0,0,0
5062480,F,N,Y,0,1.575,Medicine staff,42.36,8.13,0,0,0
5062481,F,N,Y,0,1.575,Medicine staff,42.36,8.13,0,0,0
5062483,F,N,Y,1,0.675,No Occupation Type,35.87,9.46,0,0,0
5062484,F,N,Y,1,0.675,No Occupation Type,35.87,9.46,0,0,0
5062485,F,N,Y,1,0.675,No Occupation Type,35.87,9.46,0,0,0
5062488,M,Y,Y,1,1.8,Laborers,37.36,10.88,0,0,0
5062489,M,N,Y,0,0.9,Security staff,56.25,5.88,-1,1,0
5062490,M,N,Y,1,2.25,Drivers,25.16,5.63,0,0,0
5062491,M,N,Y,1,2.25,Drivers,25.16,5.63,0,0,0
5062492,M,N,Y,1,2.25,Drivers,25.16,5.63,0,0,1
5062493,M,N,Y,1,2.25,Drivers,25.16,5.63,0,0,1
5062494,M,N,Y,1,2.25,Drivers,25.16,5.63,0,0,1
5062495,M,N,Y,1,2.25,Drivers,25.16,5.63,0,0,0
5062496,M,N,Y,1,2.25,Drivers,25.16,5.63,0,0,0
5062497,M,N,Y,1,2.25,Drivers,25.16,5.63,0,0,0
5062500,M,N,N,1,2.025,Laborers,40.63,1.88,0,0,0
5062501,M,N,N,1,2.025,Laborers,40.63,1.88,0,0,0
5062502,M,Y,Y,0,2.7,Sales staff,24.99,4.8,0,0,0
5062503,M,Y,Y,0,2.7,Sales staff,24.99,4.8,0,0,1
5062504,M,Y,Y,0,2.7,Sales staff,24.99,4.8,0,0,1
5062505,M,Y,Y,0,2.7,Sales staff,24.99,4.8,0,0,0
5062506,M,Y,Y,0,2.7,Sales staff,24.99,4.8,0,0,0
5062507,M,Y,Y,0,2.7,Sales staff,24.99,4.8,0,0,0
5062508,M,Y,Y,0,2.7,Sales staff,24.99,4.8,0,0,0
5062510,M,N,Y,2,1.845,No Occupation Type,38.11,12.88,0,0,1
5062511,F,N,Y,2,1.35,Medicine staff,44.02,23.31,0,0,0
5062514,F,N,Y,1,1.125,Sales staff,37.41,6.05,0,0,0
5062515,F,N,Y,1,1.125,Sales staff,37.41,6.05,0,0,0
5062516,F,N,Y,1,1.125,Sales staff,37.41,6.05,0,0,0
5062517,F,N,Y,1,1.125,Sales staff,37.41,6.05,0,0,0
5062518,F,N,Y,1,1.125,Sales staff,37.41,6.05,0,0,0
5062519,F,N,Y,1,1.125,Sales staff,37.41,6.05,0,0,0
5062520,F,N,Y,1,1.125,Sales staff,37.41,6.05,0,0,0
5062521,F,N,Y,1,1.125,Sales staff,37.41,6.05,0,0,0
5062522,F,N,Y,1,1.125,Sales staff,37.41,6.05,0,0,0
5062523,F,N,Y,1,1.125,Sales staff,37.41,6.05,0,0,0
5062525,F,N,Y,1,1.125,Sales staff,37.41,6.05,0,0,0
5062526,F,N,Y,1,1.125,Sales staff,37.41,6.05,0,0,0
5062527,F,N,Y,1,1.125,Sales staff,37.41,6.05,0,0,1
5062528,F,N,Y,1,1.125,Sales staff,37.41,6.05,0,0,0
5062531,F,Y,Y,0,1.35,Medicine staff,35.93,4.96,0,0,0
5062532,F,Y,Y,0,1.35,Medicine staff,35.93,4.96,0,0,0
5062533,F,Y,Y,0,1.35,Medicine staff,35.93,4.96,0,0,0
5062534,F,Y,Y,0,1.35,Medicine staff,35.93,4.96,0,0,0
5062535,F,Y,Y,0,1.35,Medicine staff,35.93,4.96,0,0,1
5062536,F,Y,Y,0,1.35,Medicine staff,35.93,4.96,0,0,0
5062537,F,Y,Y,0,1.35,Medicine staff,35.93,4.96,0,0,0
5062538,F,Y,Y,0,1.35,Medicine staff,35.93,4.96,0,0,1
5062539,F,Y,Y,0,1.35,Medicine staff,35.93,4.96,0,0,0
5062540,F,Y,Y,0,1.35,Medicine staff,35.93,4.96,0,0,1
5062542,F,Y,Y,0,1.35,Medicine staff,35.93,4.96,0,0,0
5062544,F,N,Y,1,2.25,No Occupation Type,33.55,0.38,0,0,0
5062547,F,N,Y,3,2.475,No Occupation Type,33.15,6.05,0,0,0
5062548,F,N,Y,3,2.475,No Occupation Type,33.15,6.05,0,0,0
5062550,F,N,Y,3,2.475,No Occupation Type,33.15,6.05,0,0,1
5062551,F,N,Y,3,2.475,No Occupation Type,33.15,6.05,0,0,0
5062552,F,N,Y,3,2.475,No Occupation Type,33.15,6.05,0,0,1
5062553,F,N,Y,3,2.475,No Occupation Type,33.15,6.05,0,0,0
5062554,F,N,Y,3,2.475,No Occupation Type,33.15,6.05,0,0,0
5062555,F,N,Y,3,2.475,No Occupation Type,33.15,6.05,0,0,0
5062556,F,N,Y,3,2.475,No Occupation Type,33.15,6.05,0,0,0
5062557,F,N,Y,3,2.475,No Occupation Type,33.15,6.05,0,0,0
5062558,F,N,Y,3,2.475,No Occupation Type,33.15,6.05,0,0,0
5062560,F,N,N,0,1.8,No Occupation Type,66.78,11.97,0,0,0
5062561,F,N,N,0,1.8,No Occupation Type,66.78,11.97,0,0,0
5062562,F,N,N,0,1.8,No Occupation Type,66.78,11.97,0,0,0
5062563,F,N,N,0,1.8,No Occupation Type,66.78,11.97,0,0,0
5062564,F,N,Y,0,1.35,No Occupation Type,61.97,-1000.67,0,0,1
5062565,F,N,Y,0,1.35,No Occupation Type,61.97,-1000.67,0,0,0
5062566,F,N,Y,0,1.35,No Occupation Type,61.97,-1000.67,0,0,0
5062568,F,N,Y,0,1.35,No Occupation Type,61.97,-1000.67,0,0,0
5062569,F,N,Y,0,1.35,No Occupation Type,61.97,-1000.67,0,0,0
5062573,F,Y,Y,0,3.6,Accountants,45.14,8.21,0,0,0
5062574,F,Y,Y,0,3.6,Accountants,45.14,8.21,0,0,0
5062576,F,Y,Y,0,3.6,Accountants,45.14,8.21,0,0,0
5062577,F,Y,Y,0,3.6,Accountants,45.14,8.21,0,0,0
5062578,F,Y,Y,0,3.6,Accountants,45.14,8.21,0,0,0
5062582,F,Y,Y,0,3.6,Accountants,45.14,8.21,0,0,0
5062583,F,N,N,0,2.025,No Occupation Type,57.56,-1000.67,0,0,0
5062584,M,N,N,1,1.8,Drivers,27.55,1.56,0,0,1
5062585,M,N,N,1,1.8,Drivers,27.55,1.56,0,0,0
5062586,F,N,Y,0,1.8,No Occupation Type,58.82,-1000.67,0,0,0
5062587,F,N,Y,0,1.8,No Occupation Type,58.82,-1000.67,0,0,0
5062590,M,Y,Y,1,1.35,Core staff,24.58,0.4,0,0,1
5062591,M,Y,Y,1,1.35,Core staff,24.58,0.4,0,0,1
5062592,M,Y,Y,1,1.35,Core staff,24.58,0.4,0,0,1
5062593,M,Y,Y,1,1.35,Core staff,24.58,0.4,0,0,0
5062594,M,Y,Y,1,1.35,Core staff,24.58,0.4,0,0,0
5062595,F,N,Y,0,1.035,Cooking staff,59.07,11.65,0,0,1
5062596,F,N,Y,0,1.035,Cooking staff,59.07,11.65,0,0,1
5062599,F,Y,Y,0,3.6,High skill tech staff,50.29,4.99,0,0,0
5062600,F,Y,Y,0,3.6,High skill tech staff,50.29,4.99,0,0,1
5062601,F,Y,Y,0,3.6,High skill tech staff,50.29,4.99,0,0,0
5062602,F,Y,Y,0,3.6,High skill tech staff,50.29,4.99,0,0,0
5062604,F,Y,Y,0,3.6,High skill tech staff,50.29,4.99,0,0,1
5062605,F,Y,Y,0,3.6,High skill tech staff,50.29,4.99,0,0,0
5062606,F,Y,Y,0,3.6,High skill tech staff,50.29,4.99,0,0,1
5062607,F,Y,Y,0,3.6,High skill tech staff,50.29,4.99,0,0,0
5062608,F,Y,Y,0,3.6,High skill tech staff,50.29,4.99,0,0,0
5062609,F,N,N,1,1.35,Private service staff,29.38,7.68,0,0,1
5062610,F,N,N,1,1.35,Private service staff,29.38,7.68,-5,5,1
5062611,F,N,N,1,1.35,Private service staff,29.38,7.68,-21,21,1
5062612,F,N,N,1,1.35,Private service staff,29.38,7.68,-5,5,1
5062613,F,N,N,1,1.35,Private service staff,29.38,7.68,-27,27,1
5062614,F,N,N,1,1.35,Private service staff,29.38,7.68,-40,40,1
5062615,M,Y,Y,0,2.7,Core staff,31.16,10.68,0,0,1
5062617,M,Y,Y,0,2.7,Core staff,31.16,10.68,-23,23,0
5062618,M,Y,Y,0,2.7,Core staff,31.16,10.68,0,0,0
5062619,M,Y,Y,0,2.7,Core staff,31.16,10.68,0,0,1
5062621,M,Y,Y,0,2.7,Core staff,31.16,10.68,0,0,1
5062622,M,Y,Y,0,2.7,Core staff,31.16,10.68,0,0,1
5062623,M,Y,Y,0,2.7,Core staff,31.16,10.68,0,0,1
5062625,F,N,Y,0,5.85,No Occupation Type,51.67,5.51,-1,1,1
5062626,F,N,Y,0,5.85,No Occupation Type,51.67,5.51,-1,1,1
5062628,F,N,Y,0,5.85,No Occupation Type,51.67,5.51,0,0,1
5062629,F,N,Y,0,5.85,No Occupation Type,51.67,5.51,0,0,1
5062630,F,N,Y,0,5.85,No Occupation Type,51.67,5.51,0,0,0
5062631,F,N,Y,0,5.85,No Occupation Type,51.67,5.51,0,0,1
5062632,F,N,Y,0,5.85,No Occupation Type,51.67,5.51,0,0,0
5062635,M,N,Y,0,4.05,Laborers,43.51,13.1,0,0,0
5062636,M,N,Y,0,4.05,Laborers,43.51,13.1,0,0,1
5062637,M,N,Y,0,4.05,Laborers,43.51,13.1,0,0,0
5062639,M,N,Y,0,4.05,Laborers,43.51,13.1,0,0,1
5062640,M,N,Y,0,4.05,Laborers,43.51,13.1,0,0,0
5062645,F,Y,Y,0,2.025,Security staff,51.03,3.65,0,0,0
5062646,F,Y,Y,0,2.025,Security staff,51.03,3.65,0,0,0
5062649,F,Y,Y,0,2.025,Security staff,51.03,3.65,0,0,0
5062651,F,N,Y,1,2.025,No Occupation Type,35.41,3.4,0,0,0
5062652,F,N,Y,1,2.025,No Occupation Type,35.41,3.4,0,0,0
5062653,F,N,Y,1,2.025,No Occupation Type,35.41,3.4,0,0,0
5062654,M,Y,Y,1,1.44,Laborers,37.01,2.82,0,0,0
5062655,M,Y,Y,1,1.44,Laborers,37.01,2.82,0,0,0
5062656,M,Y,Y,1,1.44,Laborers,37.01,2.82,0,0,1
5062657,M,Y,Y,1,1.44,Laborers,37.01,2.82,0,0,0
5062658,M,Y,Y,1,1.44,Laborers,37.01,2.82,0,0,0
5062659,M,Y,Y,1,1.44,Laborers,37.01,2.82,0,0,0
5062660,M,Y,Y,1,1.44,Laborers,37.01,2.82,0,0,0
5062661,M,Y,Y,1,1.44,Laborers,37.01,2.82,0,0,0
5062662,M,Y,Y,1,1.44,Laborers,37.01,2.82,0,0,0
5062663,M,Y,Y,1,1.44,Laborers,37.01,2.82,0,0,0
5062668,F,Y,Y,1,1.35,Managers,40.72,12.07,0,0,0
5062669,F,Y,Y,1,1.35,Managers,40.72,12.07,0,0,0
5062670,F,Y,Y,1,1.35,Managers,40.72,12.07,0,0,1
5062671,F,Y,Y,1,1.35,Managers,40.72,12.07,0,0,0
5062672,F,Y,Y,1,1.35,Managers,40.72,12.07,0,0,0
5062673,F,Y,Y,1,1.35,Managers,40.72,12.07,0,0,0
5062674,F,Y,Y,1,1.35,Managers,40.72,12.07,0,0,0
5062676,M,N,Y,0,1.8,Laborers,53.42,8.74,0,0,0
5062678,M,N,Y,0,1.8,Laborers,53.42,8.74,0,0,0
5062679,F,N,Y,0,2.25,Laborers,39.76,4.9,0,0,0
5062680,F,N,Y,0,1.125,Accountants,61.29,3.84,0,0,0
5062683,M,Y,Y,0,2.475,High skill tech staff,55.1,2.4,0,0,1
5062685,M,Y,Y,0,2.475,High skill tech staff,55.1,2.4,0,0,0
5062686,M,Y,Y,0,2.475,High skill tech staff,55.1,2.4,0,0,0
5062687,M,Y,Y,0,2.475,High skill tech staff,55.1,2.4,0,0,0
5062688,M,Y,Y,0,2.475,High skill tech staff,55.1,2.4,0,0,0
5062689,M,Y,Y,0,2.475,High skill tech staff,55.1,2.4,0,0,0
5062690,M,Y,Y,0,2.475,High skill tech staff,55.1,2.4,0,0,0
5062691,M,Y,Y,0,2.475,High skill tech staff,55.1,2.4,0,0,0
5062692,F,N,Y,1,1.575,Core staff,39.75,10.42,-7,7,0
5062693,F,N,Y,1,1.575,Core staff,39.75,10.42,-8,8,1
5062694,F,N,Y,1,1.575,Core staff,39.75,10.42,-31,31,1
5062695,F,N,Y,1,1.575,Core staff,39.75,10.42,0,0,1
5062696,F,N,Y,1,1.575,Core staff,39.75,10.42,-2,2,0
5062697,F,N,Y,1,1.575,Core staff,39.75,10.42,-14,14,0
5062698,F,N,Y,1,1.575,Core staff,39.75,10.42,0,0,1
5062699,F,N,Y,1,1.575,Core staff,39.75,10.42,0,0,0
5062702,F,N,Y,1,1.575,Core staff,39.75,10.42,-45,45,0
5062704,F,N,Y,1,1.575,Core staff,39.75,10.42,0,0,1
5062705,F,N,Y,1,1.575,Core staff,39.75,10.42,0,0,0
5062706,F,N,Y,1,1.575,Core staff,39.75,10.42,0,0,1
5062707,F,N,Y,1,1.575,Core staff,39.75,10.42,-12,12,0
5062708,F,N,Y,1,1.575,Core staff,39.75,10.42,0,0,0
5062709,F,N,Y,1,1.575,Core staff,39.75,10.42,0,0,1
5062710,F,N,Y,1,1.575,Core staff,39.75,10.42,0,0,0
5062711,F,N,Y,1,1.575,Core staff,39.75,10.42,0,0,1
5062712,F,N,Y,1,1.575,Core staff,39.75,10.42,-22,22,0
5062713,F,N,Y,1,1.575,Core staff,39.75,10.42,-29,29,0
5062714,F,N,Y,1,1.575,Core staff,39.75,10.42,-22,22,1
5062717,F,Y,Y,1,3.6,No Occupation Type,42.07,5.76,-25,25,0
5062719,F,Y,Y,1,3.6,No Occupation Type,42.07,5.76,-26,26,0
5062720,F,Y,Y,1,3.6,No Occupation Type,42.07,5.76,-3,3,0
5062721,F,Y,Y,1,3.6,No Occupation Type,42.07,5.76,0,0,0
5062723,M,N,Y,0,1.35,Managers,46.51,0.25,0,0,0
5062726,M,N,Y,0,1.35,Managers,46.51,0.25,0,0,0
5062727,M,N,Y,0,1.35,Managers,46.51,0.25,0,0,0
5062734,M,Y,Y,0,2.7,Laborers,26.89,3.67,0,0,0
5062735,M,Y,Y,0,2.7,Laborers,26.89,3.67,-6,6,0
5062736,M,Y,Y,0,2.7,Laborers,26.89,3.67,-4,4,0
5062737,M,Y,Y,0,2.7,Laborers,26.89,3.67,0,0,1
5062738,M,Y,Y,0,2.7,Laborers,26.89,3.67,-12,12,0
5062739,F,N,Y,0,1.575,Cleaning staff,41.19,3.09,0,0,0
5062740,F,N,Y,0,1.575,Cleaning staff,41.19,3.09,-2,2,0
5062741,F,N,Y,0,1.575,Cleaning staff,41.19,3.09,0,0,0
5062743,F,N,Y,0,1.575,Cleaning staff,41.19,3.09,0,0,0
5062744,F,N,Y,0,1.575,Cleaning staff,41.19,3.09,0,0,0
5062745,F,N,Y,0,1.575,Cleaning staff,41.19,3.09,0,0,0
5062747,F,N,Y,1,1.575,High skill tech staff,44.13,1.5,-22,22,0
5062748,M,Y,N,1,2.025,No Occupation Type,36.68,6.76,-6,6,0
5062749,M,Y,N,1,2.025,No Occupation Type,36.68,6.76,0,0,0
5062750,M,Y,N,1,2.025,No Occupation Type,36.68,6.76,0,0,0
5062751,M,Y,N,1,2.025,No Occupation Type,36.68,6.76,-14,14,0
5062754,F,N,N,0,1.125,Core staff,31.32,0.84,0,0,0
5062755,F,N,N,0,1.125,Core staff,31.32,0.84,0,0,1
5062756,F,N,N,0,1.125,Core staff,31.32,0.84,0,0,1
5065313,F,N,Y,1,1.575,Core staff,42.86,11.73,0,0,0
5065314,F,N,Y,1,1.575,Core staff,42.86,11.73,0,0,0
5065315,F,N,Y,1,1.575,Core staff,42.86,11.73,0,0,1
5065316,F,N,Y,1,1.575,Core staff,42.86,11.73,0,0,0
5065320,M,Y,Y,2,3.15,Drivers,34.3,4.3,0,0,0
5065321,M,Y,Y,0,2.25,Laborers,36.75,5.88,0,0,1
5065322,F,N,Y,1,1.71,No Occupation Type,48.21,-1000.67,-3,3,0
5065323,F,N,Y,1,1.71,No Occupation Type,48.21,-1000.67,0,0,0
5065329,M,N,Y,0,1.035,Drivers,53.79,6.05,-9,9,0
5065333,M,N,Y,0,1.035,Drivers,53.79,6.05,0,0,0
5065334,M,N,Y,0,2.025,Sales staff,26.76,5.3,-12,12,0
5065335,M,N,Y,0,2.025,Sales staff,26.76,5.3,0,0,0
5065336,M,Y,Y,1,2.025,Laborers,50.99,10.64,0,0,0
5065337,M,Y,Y,1,2.025,Laborers,50.99,10.64,0,0,0
5065338,M,Y,Y,1,2.025,Laborers,50.99,10.64,0,0,0
5065339,M,Y,Y,1,2.025,Laborers,50.99,10.64,0,0,0
5065341,F,N,Y,0,1.575,No Occupation Type,61.59,-1000.67,-3,3,0
5065342,F,N,Y,0,1.575,No Occupation Type,61.59,-1000.67,-12,12,0
5065343,F,N,Y,0,1.575,No Occupation Type,61.59,-1000.67,-22,22,0
5065344,F,N,Y,0,1.575,No Occupation Type,61.59,-1000.67,-20,20,1
5065345,F,N,Y,0,1.575,No Occupation Type,61.59,-1000.67,-20,20,0
5065346,F,N,Y,0,1.575,No Occupation Type,61.59,-1000.67,0,0,0
5065348,F,Y,Y,0,2.025,High skill tech staff,41.53,10.89,0,0,0
5065349,F,Y,Y,0,2.025,High skill tech staff,41.53,10.89,0,0,1
5065350,M,N,Y,0,1.35,Managers,40.19,5.55,0,0,0
5065351,M,N,Y,0,1.35,Managers,40.19,5.55,0,0,0
5065352,M,N,Y,0,1.35,Managers,40.19,5.55,0,0,0
5065354,M,N,Y,0,1.575,Managers,58.08,13.89,0,0,0
5065355,M,N,Y,0,1.575,Managers,58.08,13.89,0,0,0
5065356,M,N,Y,0,1.575,Managers,58.08,13.89,0,0,0
5065357,M,N,Y,0,1.575,Managers,58.08,13.89,0,0,0
5065358,F,N,Y,1,2.16,Core staff,28.8,4.88,0,0,0
5065359,F,N,Y,1,2.16,Core staff,28.8,4.88,-3,3,0
5065360,F,N,Y,1,2.16,Core staff,28.8,4.88,0,0,0
5065361,F,N,Y,1,2.16,Core staff,28.8,4.88,-5,5,0
5065362,F,N,Y,1,2.16,Core staff,28.8,4.88,-2,2,0
5065363,F,N,Y,1,2.16,Core staff,28.8,4.88,-5,5,0
5065364,F,N,Y,1,2.16,Core staff,28.8,4.88,-15,15,0
5065365,F,N,Y,1,2.16,Core staff,28.8,4.88,-42,42,0
5065366,F,N,Y,1,2.16,Core staff,28.8,4.88,0,0,0
5065367,F,N,Y,1,2.16,Core staff,28.8,4.88,0,0,0
5065368,F,N,Y,1,2.16,Core staff,28.8,4.88,0,0,0
5065369,F,N,Y,1,2.16,Core staff,28.8,4.88,0,0,0
5065370,F,N,Y,1,2.16,Core staff,28.8,4.88,-10,10,0
5065371,F,N,Y,1,2.16,Core staff,28.8,4.88,-13,13,0
5065372,F,N,Y,1,0.99,Core staff,45.81,24.32,0,0,0
5065373,F,N,Y,1,0.99,Core staff,45.81,24.32,-19,19,1
5065374,F,N,Y,1,0.99,Core staff,45.81,24.32,-15,15,0
5065375,F,N,Y,1,0.99,Core staff,45.81,24.32,0,0,1
5065376,F,N,Y,0,2.1555,High skill tech staff,28.57,2.55,0,0,0
5065377,F,N,Y,0,2.1555,High skill tech staff,28.57,2.55,0,0,0
5065379,F,Y,Y,0,1.35,No Occupation Type,45.7,1.21,0,0,0
5065380,F,Y,Y,0,1.35,No Occupation Type,45.7,1.21,0,0,0
5065381,F,Y,Y,0,1.35,No Occupation Type,45.7,1.21,0,0,1
5065383,M,N,Y,0,2.7,Drivers,44.22,2.47,-31,31,0
5065384,M,N,Y,0,2.7,Drivers,44.22,2.47,0,0,0
5065385,M,N,Y,0,2.7,Drivers,44.22,2.47,0,0,1
5065387,M,N,Y,0,2.7,Drivers,44.22,2.47,0,0,0
5065389,M,N,Y,0,2.7,Drivers,44.22,2.47,0,0,0
5065390,M,N,Y,0,2.7,Drivers,44.22,2.47,0,0,0
5065391,M,N,Y,0,2.7,Drivers,44.22,2.47,0,0,0
5065392,M,N,Y,0,2.7,Drivers,44.22,2.47,0,0,0
5065395,M,Y,N,0,3.96,Managers,34.45,6.72,0,0,1
5065396,M,Y,Y,0,0.855,No Occupation Type,64.59,-1000.67,0,0,0
5065397,M,Y,Y,0,3.6,No Occupation Type,62.1,-1000.67,0,0,0
5065398,F,Y,Y,0,1.575,No Occupation Type,63.67,-1000.67,0,0,1
5065399,F,Y,Y,0,1.575,No Occupation Type,63.67,-1000.67,-11,11,1
5065400,F,Y,Y,0,1.575,No Occupation Type,63.67,-1000.67,0,0,0
5065402,F,N,Y,2,1.35,Laborers,34.49,11.22,0,0,1
5065403,F,N,Y,2,1.35,Laborers,34.49,11.22,-45,45,1
5065404,F,N,Y,2,1.35,Laborers,34.49,11.22,-1,1,1
5065405,F,N,Y,2,1.35,Laborers,34.49,11.22,-1,1,1
5065406,F,N,Y,2,1.35,Laborers,34.49,11.22,0,0,1
5065407,F,N,Y,1,1.35,No Occupation Type,42.44,4.22,0,0,0
5065408,F,N,Y,1,1.35,No Occupation Type,42.44,4.22,-27,27,0
5065411,F,N,Y,0,0.945,No Occupation Type,57.13,-1000.67,0,0,1
5065412,F,N,Y,0,0.945,No Occupation Type,57.13,-1000.67,-21,21,0
5065413,F,N,Y,0,0.945,No Occupation Type,57.13,-1000.67,0,0,1
5065414,M,N,Y,2,2.25,Drivers,48.28,1.88,0,0,0
5065415,M,N,Y,2,2.25,Drivers,48.28,1.88,0,0,0
5065416,M,N,Y,2,2.25,Drivers,48.28,1.88,0,0,0
5065418,F,N,Y,0,2.655,Sales staff,43.63,9.14,-7,7,0
5065419,F,N,Y,0,2.655,Sales staff,43.63,9.14,0,0,0
5065420,F,N,Y,0,2.655,Sales staff,43.63,9.14,0,0,0
5065421,F,N,Y,0,2.655,Sales staff,43.63,9.14,0,0,0
5065422,F,N,Y,0,2.655,Sales staff,43.63,9.14,0,0,1
5065423,F,N,Y,0,2.655,Sales staff,43.63,9.14,-3,3,0
5065424,M,Y,Y,0,2.025,Security staff,64.41,3.13,0,0,0
5065425,M,Y,Y,0,2.025,Security staff,64.41,3.13,-2,2,0
5065426,M,Y,Y,0,2.025,Security staff,64.41,3.13,-24,24,0
5065427,M,Y,Y,0,2.025,Security staff,64.41,3.13,0,0,0
5065428,M,Y,Y,0,2.025,Security staff,64.41,3.13,0,0,0
5065429,F,N,N,0,2.25,Sales staff,40.02,2.38,0,0,0
5065430,F,N,Y,0,2.25,Cleaning staff,48.06,1.3,-12,12,1
5065432,F,N,Y,0,2.25,Cleaning staff,48.06,1.3,0,0,1
5065435,F,N,Y,0,2.25,Cleaning staff,48.06,1.3,-52,52,1
5065436,F,Y,N,2,2.7,Managers,36.32,6.3,-12,12,0
5065437,F,Y,N,2,2.7,Managers,36.32,6.3,0,0,1
5065438,F,Y,N,2,2.7,Managers,36.32,6.3,0,0,0
5065439,F,Y,N,2,2.7,Managers,36.32,6.3,0,0,1
5065441,F,Y,N,2,2.7,Managers,36.32,6.3,0,0,0
5065442,F,Y,N,2,2.7,Managers,36.32,6.3,0,0,0
5065443,F,Y,N,2,2.7,Managers,36.32,6.3,-24,24,1
5065444,F,Y,N,2,2.7,Managers,36.32,6.3,0,0,0
5065446,F,N,Y,0,1.35,Cooking staff,47.36,13.22,-23,23,0
5065447,F,N,Y,0,1.35,Cooking staff,47.36,13.22,0,0,0
5065451,M,N,Y,0,1.8,Laborers,46.98,15.56,0,0,0
5065452,M,N,Y,0,1.8,Laborers,46.98,15.56,0,0,0
5065454,M,N,Y,0,1.8,Laborers,46.98,15.56,0,0,1
5065456,F,Y,Y,1,1.8,No Occupation Type,36.81,3.55,-13,13,0
